,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location
996,Individual,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹3 Cr,"₹14,985 /sqft",3.0,3.0,3 BHK,2002.0,"2,002 sqft",Super Built-up,6th floor,,Ready To Move,,2.0,,,"Check out this 3 bhk apartment for sale in godrej meridien, a popular residential project that houses in-Demand flats in sector 106 gurgaon. The flat is north-Facing. The flat is over 2002 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the 6th floor of a 34 floors tall building. This residential flat is currently under constructio...",Godrej Meridien,Godrej Meridien,
997,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹1.75 Cr,"₹10,542 /sqft",3.0,2.0,3 BHK,1660.0,"1,660 sqft",Super Built-up,10th floor,,Ready To Move,,3.0,,,"Bestech park view ananda is one of the most popular destination for buying apartments/ flats in sector 81 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is east-Facing direction. The flat is over 1660 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 3 balconies. This flat is situated on the 10th floor of this 15 fl...",Bestech Park View Ananda,Bestech Park View Ananda,
998,Individual,"4 BHK Flat in Sector 37D, Gurgaon","4 BHK Flat in Sector 37D, Gurgaon",₹2.66 Cr,"₹12,140 /sqft",4.0,3.0,4 BHK,2191.0,"2,191 sqft",Super Built-up,,,Ready To Move,,,,"Power Backup, Security","4 bhk apartment for sale in bptp terra, sector 37d, gurgaon Spacious 4 bhk apartment available for sale in bptp terra, sector 37d, gurgaon. Well-Designed layout with large bedrooms, attached bathrooms, spacious livingdining area, modern kitchen, and multiple balconies offering ample natural light and ventilation. Located in a secure gated society with 247 security, power backup, landscaped gree...",BPTP Terra,BPTP Terra,
999,Individual,"3 BHK Flat in Sector 82A, Gurgaon","3 BHK Flat in Sector 82A, Gurgaon",₹2.92 Cr,"₹16,061 /sqft",3.0,3.0,3 BHK,1818.0,"1,818 sqft",Super Built-up,32 floor,North-East,Ready To Move,,3.0,,,"Check out this 3 bhk apartment for sale in dlf the primus, a popular residential project that houses in-Demand flats in sector 82a gurgaon. This property faces the north-East direction. Constructed on a super built up area of 1818 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The residential building has 32 floors in total and the flat for sale is located on th...",DLF The Primus,DLF The Primus,North-East Facing Knowledge tree school within 1km
1000,Individual,"3 BHK Flat in Sector 90, Gurgaon","3 BHK Flat in Sector 90, Gurgaon",₹2.05 Cr,"₹11,647 /sqft",3.0,3.0,3 BHK,1760.0,"1,760 sqft",Super Built-up,,North-East,Ready To Move,,,,Garden,"This property is 3 bhk in dlf regal garden sector-90, the property facing is so good as vastu . The overlook view of balcony is sun facing and park facing . The floor will be on middle side as par building height. The property is also near by malls, schools, bank, hospitals, and also near by dwarka expressway & nh-48",DLF Regal Gardens,DLF Regal Gardens,North-East Facing stxavier school nearby within 1km
1001,Individual,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹2.65 Cr,"₹14,488 /sqft",3.0,3.0,3 BHK,1829.0,"1,829 sqft",Carpet,25 floor,North,Ready To Move,,3.0,,Garden,"This residential flat is north-Facing direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a carpet area of 1829 sq.Ft. The flat has a total of 25 floors and this property is situated on 16th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is a...",Godrej Air,Godrej Air,North Facing Private Garden
1002,Individual,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹1.45 Cr,"₹12,033 /sqft",2.0,2.0,2 BHK,1205.0,"1,205 sqft",Super Built-up,,,Ready To Move,,,,,"2 bhk ,fresh construction, premium property.",Ashiana Anmol,Ashiana Anmol,
1003,Individual,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹1.1 Cr,"₹9,821 /sqft",3.0,2.0,3 BHK,1120.0,"1,120 sqft",Super Built-up,,,Ready To Move,,,,,,Signature Global Park,Signature Global Park,
1004,Individual,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹1.75 Cr,"₹11,460 /sqft",3.0,3.0,3 BHK,1527.0,"1,527 sqft",Super Built-up,,,Ready To Move,,,,,,Ashiana Anmol,Ashiana Anmol,
1005,Individual,"3 BHK Flat in Sohna, Gurgaon","3 BHK Flat in Sohna, Gurgaon",₹1.78 Cr,"₹11,656 /sqft",3.0,3.0,3 BHK,1527.0,"1,527 sqft",Super Built-up,8th floor,East,Ready To Move,,2.0,,"Swimming Pool, Gym, Club House","This residential flat is north-East-Facing direction. The flat occupies a super built up area of 1527 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 8th floor of this 14 floors tall residential building. This is a ready to move project and the property is 0-1 year old. All the modern amenities such as swimming pool, fitness centre / gym, club house...",Ashiana Anmol,Ashiana Anmol,
1006,Individual,"2 BHK Flat in Sector 65, Gurgaon","2 BHK Flat in Sector 65, Gurgaon",₹2.8 Cr,"₹18,500 /sqft",2.0,2.0,2 BHK,1516.0,"1,516 sqft",Super Built-up,,,Ready To Move,,3.0,,,"This 2 bhk flat is located in m3m heights, which houses some of the most spacious flats in sector 65 gurgaon. The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and 3 balconies",M3M Heights,M3M Heights,
1007,Individual,"3 BHK Flat in Sector 92, Gurgaon","3 BHK Flat in Sector 92, Gurgaon",₹2.35 Cr,"₹11,779 /sqft",3.0,4.0,3 BHK,1995.0,"1,995 sqft",Super Built-up,19 floor,North-East,Ready To Move,,3.0,,,"This 3 bhk apartment is available for sale in bestech park view sanskruti, one of the most prominent projects for flats in sector 92 gurgaon. This property faces the north-East direction. The flat occupies a super built up area of 1995 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and 3 balconies. The flat has a total of 19 floors and this property is situated on 10th floor. This is a ready t...",Bestech Park View Sanskruti,Bestech Park View Sanskruti,North-East Facing RPS school Nearby
1008,Individual,"4 BHK Flat in Sector 42, Gurgaon","4 BHK Flat in Sector 42, Gurgaon",₹45 Cr,"₹70,312 /sqft",4.0,4.0,4 BHK,6400.0,"6,400 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"Located in the popular residential address of sector 42 gurgaon, dlf the magnolias is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat is facing the east direction. Constructed on a super built up area of 6400 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. The property is loc...",DLF The Magnolias,DLF The Magnolias,East Facing Gated Society
1009,Individual,"4 BHK Flat in DLF Phase 5, Gurgaon","4 BHK Flat in DLF Phase 5, Gurgaon",₹9 Cr,"₹32,028 /sqft",4.0,4.0,4 BHK,2810.0,"2,810 sqft",Carpet,18 floor,East,Ready To Move,,3.0,,,"Dlf the icon is one of the most popular destination for buying apartments/ flats in dlf phase 5, gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. The flat is north-East-Facing. The flat occupies a super built up area of 2810 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and 3 balconies. The residential building has 18 floors in total and the flat for sale is ...",DLF The Icon,DLF The Icon,East Facing Gated Society
1010,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹3.38 Cr,"₹19,754 /sqft",3.0,3.0,3 BHK,1711.0,"1,711 sqft",Super Built-up,19 floor,North-East,Ready To Move,,2.0,,,"This 3 bhk flat is located in sobha city, which houses some of the most spacious flats in sector 108 gurgaon. This is a north-East-Facing property. Containing 3 bedroom(s), 3 bathrooms and 2 balconies, this flat is spread over a super built up area of 1711 sq.Ft. The flat has a total of 19 floors and this property is situated on 2nd floor. Being a ready to move project, you can expect immediate...",Sobha City,Sobha City,North-East Facing DPS SCHOOL Nearby
1011,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹20.5 Cr,"₹33,884 /sqft",4.0,5.0,4 BHK,6050.0,"6,050 sqft",Super Built-up,47 floor,North-East,Ready To Move,,3.0,,,"This is a north-East-Facing property. Containing 4 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 6050 sq.Ft. The residential building has 47 floors in total and the flat for sale is located on the 15th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The vitrified flooring of this flat...",Trump Tower,Trump Tower,North-East Facing Newly Constructed
1012,Individual,"4 BHK Flat in Sector 62, Gurgaon","4 BHK Flat in Sector 62, Gurgaon",₹16.5 Cr,"₹35,181 /sqft",4.0,5.0,4 BHK,4690.0,"4,690 sqft",Super Built-up,16th floor,East,Ready To Move,,3.0,,,"This 4 bhk flat is located in pioneer araya, which houses some of the most spacious flats in sector 62 gurgaon. This is a south-East-Facing property. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 4690 sq.Ft. The property is located on the 16th floor of a 34 floors tall building. An added advantage of ...",Pioneer Araya,Pioneer Araya,
1013,Individual,"3 BHK Flat in Sector 36A, Gurgaon","3 BHK Flat in Sector 36A, Gurgaon",₹5.75 Cr,"₹20,218 /sqft",3.0,4.0,3 BHK,2844.0,"2,844 sqft",Super Built-up,15th floor,North-East,Ready To Move,,2.0,,,"The flat is north-East-Facing. The flat is over 2844 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 2 balconies. This flat is situated on the 15th floor of this 37 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The marble flooring of this flat is beautifully designed and helps to give i...",Max Estate 360,Max Estate 360,North-East Facing Gated Society
1014,Individual,"3 BHK Flat in Sector 66, Gurgaon","3 BHK Flat in Sector 66, Gurgaon",₹4 Cr,"₹20,512 /sqft",3.0,3.0,3 BHK,1950.0,"1,950 sqft",Super Built-up,,North-East,Ready To Move,,,,,"Emaar mgf palm drive is a prestigious creation by emaar mgf land limited. Palm drive has been strategically placed in sector 66, gurgaon. Located on golf course extension road, this project has easy accessibility via national highway 8 (Jaipur highway), golf course road and sohna road. Furthermore, metro lines are also available just at a few minutes' driving distance. Reaching indira gandhi in...",Emaar MGF The Palm Drive,Emaar MGF The Palm Drive,North-East Facing Gated Society
1015,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.4 Cr,"₹11,851 /sqft",3.0,4.0,3 BHK,2025.0,"2,025 sqft",Super Built-up,14 floor,North-East,Ready To Move,,3.0,,Garden,"Check out this 3 bhk apartment for sale in emaar imperial gardens, a popular residential project that houses in-Demand flats in sector 102 gurgaon. This property faces the north-East direction. Containing 3 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 2025 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the...",Emaar Imperial Gardens,Emaar Imperial Gardens,North-East Facing Dps Nearby
1016,Individual,"5 BHK Flat in Sector 30, Gurgaon","5 BHK Flat in Sector 30, Gurgaon",₹15 Cr,"₹28,846 /sqft",5.0,5.0,5 BHK,5200.0,"5,200 sqft",Super Built-up,,North-East,Ready To Move,,,,Garden,"Why unitech world spa is unique: Prime sector 30 location: Close to nh-8, huda city centre, and south city. Ultra-Spacious homes: Large 4 & 5 bhks with premium layouts. Two luxury clubhouses: Spa east & spa west with pools, indoor lap pool, jacuzzi, and wellness facilities. High-Quality construction: Earthquake-Resistant structure with premium glazing and finishes. Premium interiors: Marble flo...",Unitech The World Spa West,Unitech The World Spa West,North-East Facing Private Garden
1017,Individual,"3 BHK Flat in Sector 56, Gurgaon","3 BHK Flat in Sector 56, Gurgaon",₹2.65 Cr,"₹13,250 /sqft",3.0,3.0,3 BHK,2000.0,"2,000 sqft",Super Built-up,9 floor,East,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in bhagwanti apartment, which houses some of the most spacious flats in sector 56 gurgaon. This property faces the east direction. The flat occupies a super built up area of 2000 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The flat has a total of 9 floors and this property is situated on 5th floor. As the project is already ready to move...",Bhagwanti Apartment,Bhagwanti Apartment,East Facing Private Garden
1018,Individual,"3 BHK Flat in Sector 70, Gurgaon","3 BHK Flat in Sector 70, Gurgaon",₹2.57 Cr,"₹13,179 /sqft",3.0,5.0,3 BHK,1950.0,"1,950 sqft",Super Built-up,,North-East,Ready To Move,,,Servant Room,Garden,"Urgent for sale shree vardhman victoria area 1950 sqft 3bhk+servant room this unit available on middle floor and sun facing unit. There all modem facilities available in this apartment this is a very good location and very good connectivity for metro station, golf course road extension and nh-8. If you are interested in this property so please call for more details.",Shree Vardhman Victoria,Shree Vardhman Victoria,North-East Facing Private Garden
1019,Individual,"3 BHK Flat in Nirvana Country, Gurgaon","3 BHK Flat in Nirvana Country, Gurgaon",₹3.45 Cr,"₹16,197 /sqft",3.0,3.0,3 BHK,2130.0,"2,130 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,Garden,"Located in the popular residential address of nirvana country, gurgaon, the close north is one of the most preferred destination for apartments in gurgaon. This 3 bhk plus terrace flat is your ticket to be a part of this community. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 2130 sq.Ft. The flat has...",The Close North,The Close North,North-East Facing Private Garden
1020,Individual,"3 BHK Flat in Nirvana Country, Gurgaon","3 BHK Flat in Nirvana Country, Gurgaon",₹4.17 Cr,"₹16,814 /sqft",3.0,4.0,3 BHK,2480.0,"2,480 sqft",Super Built-up,,South,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in the close south, which houses some of the most spacious flats in nirvana country, gurgaon. The flat is facing the east direction. Constructed on a super built up area of 2480 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 9th level of a 17 storey building. Being a ready to move project, you can expect immediate...",The Close South,The Close South,East Facing Private Garden
1021,Individual,"3 BHK Flat in Sector 61, Gurgaon","3 BHK Flat in Sector 61, Gurgaon",₹2.9 Cr,"₹17,109 /sqft",3.0,3.0,3 BHK,1695.0,"1,695 sqft",Super Built-up,1st floor,North-East,Ready To Move,,2.0,,Garden,"This 3 bhk flat is located in smart world orchard, which houses some of the most spacious flats in sector 61 gurgaon. This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1695 sq.Ft. This flat is situated on the 1st floor of this 4 floors tall residential buildin...",Smart World Orchard,Smart World Orchard,North-East Facing Private Garden
1022,Individual,"3 BHK Flat in Sector 48, Gurgaon","3 BHK Flat in Sector 48, Gurgaon",₹3.2 Cr,"₹18,018 /sqft",3.0,3.0,3 BHK,1776.0,"1,776 sqft",Super Built-up,,East,Ready To Move,,,,Parking,"3 bhk + sr, park facing, well maintained, 2 covered car parking, sun facing apartment for sale at best market price. Bestech park view city is a high end project of sohna road, this project have 5 acres single green area with luxury club amenities, high end specification with all indoor and out door games court, very well connectivity, call for other details and visit",Bestech Park View City,Bestech Park View City,East Facing Huda metro station Nearby
1023,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.58 Cr,"₹10,575 /sqft",3.0,3.0,3 BHK,1494.0,"1,494 sqft",Built-up,2nd floor,East,Ready To Move,,2.0,,,"M3m soulitude is one of the most popular destination for buying apartments/ flats in sector 89 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This property faces the north-East direction. The flat occupies a built up area of 1494 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 4 floors tall resid...",M3M Soulitude,M3M Soulitude,
1024,Individual,"4 BHK Flat in Sector 102, Gurgaon","4 BHK Flat in Sector 102, Gurgaon",₹3.3 Cr,"₹15,263 /sqft",4.0,4.0,4 BHK,2162.0,"2,162 sqft",Super Built-up,26 floor,North-East,Ready To Move,,3.0,,,"This 4 bhk apartment is available for sale in shapoorji pallonji joyville gurugram, one of the most prominent projects for flats in sector 102 gurgaon. This residential flat is north-East-Facing direction. Constructed on a super built up area of 2162 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of 26 floors and this property is situated on...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,North-East Facing Yashobhumi metro station Nearby
1025,Individual,"3 BHK Flat in Sector 81, Gurgaon","3 BHK Flat in Sector 81, Gurgaon",₹3.62 Cr,"₹17,238 /sqft",3.0,4.0,3 BHK,2100.0,"2,100 sqft",Super Built-up,30 floor,,Ready To Move,,3.0,,,"This lovely 3 bhk apartment/flat in sector 81 gurgaon is available for sale in one of gurgaon's most popular projects, dlf the ultima. This property faces the west direction. The flat occupies a super built up area of 2100 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. The flat has a total of 30 floors and this property is situated on 18th floor. An added advantage o...",DLF The Ultima,DLF The Ultima,Gated Society Corner Property
1026,Individual,"4 BHK Flat in Sector 37D, Gurgaon","4 BHK Flat in Sector 37D, Gurgaon",₹2.65 Cr,"₹11,974 /sqft",4.0,3.0,4 BHK,2213.0,"2,213 sqft",Super Built-up,23 floor,North,Ready To Move,,3.0,,,"Located in the popular residential address of sector 37d gurgaon, bptp terra is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat is north-Facing. The flat occupies a super built up area of 2213 sq.Ft. That consists of 4 bedrooms, 3 bathrooms and 3 balconies. The flat has a total of 23 floors and this propert...",BPTP Terra,BPTP Terra,North Facing suncity school Nearby
1027,Individual,"3 BHK Flat in Sector 104, Gurgaon","3 BHK Flat in Sector 104, Gurgaon",₹3.45 Cr,"₹14,081 /sqft",3.0,4.0,3 BHK,2450.0,"2,450 sqft",Super Built-up,29 floor,East,Ready To Move,,3.0,,,"Check out this 3 bhk apartment for sale in puri emerald bay, a popular residential project that houses in-Demand flats in sector 104 gurgaon. This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2450 sq.Ft. The flat has a total of 29 floors and this property is situa...",Puri Emerald Bay,Puri Emerald Bay,East Facing Gated Society
1028,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.63 Cr,"₹10,895 /sqft",3.0,3.0,3 BHK,1496.0,"1,496 sqft",Super Built-up,,,Ready To Move,,2.0,,,"Situated in sector 89 gurgaon, smart world gems is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is east-Facing direction. Constructed on a super built up area of 1496 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the ...",Smart World Gems,Smart World Gems,
1029,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹3.35 Cr,"₹12,989 /sqft",3.0,3.0,3 BHK,2579.0,"2,579 sqft",Super Built-up,7th floor,North-East,Ready To Move,,3.0,,Garden,"This lovely 3 bhk apartment/flat in sector 102 gurgaon is available for sale in one of gurgaon's most popular projects, adani m2k oyster grande. This is a north-East-Facing property. Constructed on a super built up area of 2579 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. The property is located on the 7th floor of a 24 floors tall building. An added advantage...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,North-East Facing Private Garden
1030,Individual,"3 BHK Flat in Sector 108, Gurgaon","3 BHK Flat in Sector 108, Gurgaon",₹3.35 Cr,"₹19,579 /sqft",3.0,3.0,3 BHK,1711.0,"1,711 sqft",Super Built-up,24 floor,North-East,Ready To Move,,2.0,,,"Sobha city is one of the most popular destination for buying apartments/ flats in sector 108 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is north-East-Facing direction. The flat occupies a super built up area of 1711 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 24 floors and this property is...",Sobha City,Sobha City,North-East Facing YASHOBHOOMI Nearby
1031,Individual,"3 BHK Flat in Sector 68, Gurgaon","3 BHK Flat in Sector 68, Gurgaon",₹2.21 Cr,"₹13,393 /sqft",3.0,3.0,3 BHK,1650.0,"1,650 sqft",Super Built-up,29 floor,North,Ready To Move,,3.0,,Garden,"M3m the marina is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 68 gurgaon is your opportunity to be a part of this community. The flat is facing the north direction. The flat is over 1650 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 29 floors and this property is situated on 14th floor...",M3M The Marina,M3M The Marina,North Facing Private Garden
1032,Individual,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹2.7 Cr,"₹11,212 /sqft",3.0,4.0,3 BHK,2408.0,"2,408 sqft",Super Built-up,12th floor,North-East,Ready To Move,,3.0,,,"This lovely 3 bhk apartment/flat in sector 85 gurgaon is available for sale in one of gurgaon's most popular projects, ss the leaf. The flat is facing the north-East direction. Containing 3 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 2408 sq.Ft. This flat is situated on the 12th floor of this 26 floors tall residential building. Being a ready to mo...",SS The Leaf,SS The Leaf,North-East Facing St. Andrews World School Nearby
1033,Individual,"4 BHK Flat in Sector 81, Gurgaon","4 BHK Flat in Sector 81, Gurgaon",₹4.49 Cr,"₹12,939 /sqft",4.0,6.0,4 BHK,3470.0,"3,470 sqft",Super Built-up,29 floor,North-East,Ready To Move,,3.0,,,"This 4 bhk apartment is available for sale in bestech park view grand spa, one of the most prominent projects for flats in sector 81 gurgaon. This is a north-East-Facing property. Constructed on a super built up area of 3470 sq.Ft., the flat comprises 4 bedroom(s), 6 bathrooms and more than 3 balconies. The residential building has 29 floors in total and the flat for sale is located on the 12th...",Bestech Park View Grand Spa,Bestech Park View Grand Spa,North-East Facing St. Xavier's High School Nearby
1034,Individual,"2 BHK Flat in Sector 89, Gurgaon","2 BHK Flat in Sector 89, Gurgaon",₹1.32 Cr,"₹10,927 /sqft",2.0,2.0,2 BHK,1208.0,"1,208 sqft",Super Built-up,,North,Ready To Move,,2.0,,,"The flat is facing the north direction. Constructed on a super built up area of 1208 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the top level of a 4 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The beautifully designed marble flooring enhances the beauty of the flat. Moreover, this...",Smart World Gems,Smart World Gems,North Facing Top Floor
1035,Individual,"3 BHK Flat in Sector 57, Gurgaon","3 BHK Flat in Sector 57, Gurgaon",₹3.35 Cr,"₹14,609 /sqft",3.0,4.0,3 BHK,2293.0,"2,293 sqft",Super Built-up,,North,Ready To Move,,3.0,,Garden,"This 3 bhk apartment is available for sale in bptp freedom park life, one of the most prominent projects for flats in sector 57 gurgaon. This is a north-Facing property. Constructed on a super built up area of 2293 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 8th level of a 18 storey building. This 5-10 years old property is available for...",BPTP Freedom Park Life,BPTP Freedom Park Life,North Facing Private Garden
1036,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.63 Cr,"₹8,534 /sqft",3.0,3.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,14 floor,,Ready To Move,,3.0,,,"The flat is facing the west direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1910 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 5th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession a...",Greenopolis,Greenopolis,Rps within 250m Arvvy within 500m
1037,Individual,"3 BHK Flat in Sector 90, Gurgaon","3 BHK Flat in Sector 90, Gurgaon",₹1.99 Cr,"₹10,310 /sqft",3.0,3.0,3 BHK,1930.0,"1,930 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,Garden,"Situated in sector 90 gurgaon, dlf new town heights 1 is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up ...",DLF New Town Heights 1,DLF New Town Heights 1,North-East Facing Private Garden
1038,Individual,"4 BHK Flat in Sector 82A, Gurgaon","4 BHK Flat in Sector 82A, Gurgaon",₹4.2 Cr,"₹18,477 /sqft",4.0,4.0,4 BHK,2273.0,"2,273 sqft",Built-up,32 floor,,Ready To Move,,2.0,,,"This 4 bhk apartment is available for sale in dlf the primus, one of the most prominent projects for flats in sector 82a gurgaon. This residential flat is east-Facing direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and 2 balconies. All in all, the flat is spread over a built up area of 2273 sq.Ft. The flat has a total of 32 floors and this property is situated on 8th f...",DLF The Primus,DLF The Primus,
1039,Individual,"4 BHK Flat in Sector 66, Gurgaon","4 BHK Flat in Sector 66, Gurgaon",₹3.5 Cr,"₹16,666 /sqft",4.0,5.0,4 BHK,2100.0,"2,100 sqft",Super Built-up,,North-East,Ready To Move,,,,Garden,"The palm terraces low rise apartment towers have been planned around open landscaped spaces allowing utmost privacy yet unrestricted views of the vast open central greens spread over almost 3 acres. Every apartment on ground floor has a private garden, and upper floor is having view of central greens. Emaar palm terraces which is set among tranquil environ is a thoughtfully designed residential...",Emaar MGF Palm Terraces,Emaar MGF Palm Terraces,North-East Facing Private Garden
1040,Individual,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.7 Cr,"₹13,821 /sqft",3.0,2.0,3 BHK,1230.0,"1,230 sqft",Super Built-up,4 floor,,Ready To Move,,3.0,,,"The flat is east-Facing. Containing 3 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1230 sq.Ft. The flat has a total of 4 floors and this property is situated on 2nd floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully desig...",Central Park Flower Valley Cerise Floors,Central Park Flower Valley Cerise Floors,
1041,Individual,"2 BHK Flat in Sector 89, Gurgaon","2 BHK Flat in Sector 89, Gurgaon",₹1.3 Cr,"₹10,887 /sqft",2.0,2.0,2 BHK,1194.0,"1,194 sqft",Built-up,3rd floor,East,Ready To Move,,2.0,,,"Looking for a 2 bhk property for sale in gurgaon? Buy this 2 bhk flat in smart world gems that is situated in sector 89 gurgaon. This property faces the north-East direction. The flat is over 1194 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 3rd floor of a 4 floors tall building. This 0-1 year old property is available for immedia...",Smart World Gems,Smart World Gems,
1042,Individual,"4 BHK Flat in Sector 99, Gurgaon","4 BHK Flat in Sector 99, Gurgaon",₹3.99 Cr,"₹11,875 /sqft",4.0,4.0,4 BHK,3360.0,"3,360 sqft",Super Built-up,,East,Ready To Move,,,,,"987333 1272 10.3 acre project located in sector 99, gurgaon The only project in gurgaon with 360 degree views, right on nh 248bb (Dwarka expressway) All apartments will enjoy uninterrupted views forever 40 acre of Water bodies on one side and 100 acre of sweeping views on other side Designed by arcop, canada 80% open area with extensive landscaped greens Landscaping designed by m. Paul friedber...",Vatika Sovereign Park,Vatika Sovereign Park,East Facing DPS International Sec 102 within 1km
